"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"C19orf68",58.9844763700757,-0.237247474224729,0.292708923113631,-0.81052354571585,0.417639338040104,NA
"EVC",659.023742275145,-0.237108084505522,0.126033811542275,-1.88130535452377,0.0599303930627463,0.999902108527275
"ZNF865",157.772234861795,-0.23689395182438,0.189291824587248,-1.25147481852916,0.21076129531047,NA
"DNAJC3",979.478370148174,-0.236438252973984,0.101472454784962,-2.33007325460922,0.0198022797249959,0.759315001868808
"KBTBD7",52.0538956851417,-0.236119909113358,0.315669169289741,-0.747998005774939,0.45446136041567,NA
"SFRP1",202.349347032623,-0.235879221203626,0.230413537526071,-1.02372119162893,0.305966983005819,NA
"TMEM212",25.7970550620888,-0.235867083502376,0.43456649501808,-0.542764079160227,0.587292248250752,NA
"MTMR9LP",109.203805243327,-0.235659352748047,0.252678013513449,-0.932646847548146,0.351002336733069,NA
"PRRC2C",8100.49287321853,-0.235631953459675,0.0946094235771554,-2.49057593367022,0.0127536240057498,0.616609995408427
"NCAM2",103.957699537969,-0.235517705876667,0.381861446933673,-0.616762199399446,0.537391588282007,NA
"BRF1",391.795503549155,-0.235212613432634,0.140115751757309,-1.67870214792153,0.093210107139384,NA
"ZNF114",35.6317558494553,-0.23517784108883,0.52721440281942,-0.44607628287686,0.655542144140204,NA
"CEP128",238.156239247275,-0.2350760939618,0.218153207647241,-1.07757340126725,0.281224177702773,NA
"SLC43A1",68.8962244569592,-0.235047349500781,0.287613044495054,-0.817234663029418,0.413794337023527,NA
"MAGOHB",218.24433162976,-0.235022305633957,0.191589255135366,-1.22669878051305,0.219935826238062,NA
"ZNF506",63.3157760022548,-0.234989591136079,0.283485795936371,-0.828928978116499,0.407144596721905,NA
"DHCR7",543.489077646698,-0.234892088626596,0.126678091834898,-1.85424397560973,0.0637042632772468,NA
"MT1L",31.6049792987196,-0.23486379457771,0.472284753893171,-0.497292772298205,0.618982607872143,NA
"NOP14",1495.4294629642,-0.234854862522762,0.0975424175382903,-2.40772033798086,0.0160524723648836,0.677861364674073
"AKAP13",2743.23969232512,-0.234755731477815,0.106059410969261,-2.21343612351246,0.0268675925110007,0.943476722281035
"ZNF16",37.7657977683942,-0.234720836706106,0.350214997808004,-0.670219260098008,0.502718027785397,NA
"E2F7",850.440425026993,-0.234555285202761,0.175904362459693,-1.33342506077135,0.182392352843743,0.999902108527275
"LOXL2",1545.32551884334,-0.234471338949407,0.132178666791586,-1.77389698837795,0.076080190997723,0.999902108527275
"ILKAP",127.163554723144,-0.234242471820692,0.212149534596696,-1.10413851374219,0.269533056685135,NA
"TMEM231",137.156942877931,-0.234108833656631,0.199824918024083,-1.17156977203622,0.241369830078618,NA
"BCL6B",1203.46806053081,-0.234098607458156,0.106968045370452,-2.18849102689897,0.0286338541731057,0.955225375214806
"GRK4",10.4923578303476,-0.234096001052354,0.701457074351774,-0.333728191805158,0.738584674054263,NA
"GABPB2",74.7575204172737,-0.233945393643908,0.254388605183915,-0.919637864576414,0.357762032803243,NA
"PDIA3P1",161.185996962084,-0.233650623034333,0.188577086228077,-1.23901916032227,0.215338402445182,NA
"ADPGK",292.55100395002,-0.233417259047991,0.161982054756127,-1.44100690289065,0.149582732645491,NA
"LIN7A",8.75934454017632,-0.233373131228514,0.766794287283741,-0.304349073928556,0.760861961640416,NA
"PEX11G",11.9167718633946,-0.233302841287769,0.626040746601301,-0.372663988014106,0.709398542156552,NA
"CNNM2",47.4442511713015,-0.233139554567528,0.334864160836859,-0.696221279652289,0.486290263168208,NA
"RPL23AP7",93.5997802582074,-0.233020304939983,0.256383585533073,-0.908873727058173,0.363416783557884,NA
"FAM216A",78.8022843743031,-0.232470608582996,0.289770044037762,-0.802258940723016,0.422403188068526,NA
"PLAT",182.98373798605,-0.232370677021922,0.223155858802478,-1.04129319422261,0.297739494380748,NA
"RUNX1",64.0235809044847,-0.232286772452482,0.306647180654698,-0.757504999578165,0.44874737174832,NA
"C1orf109",92.7151502778546,-0.232230489196691,0.287353934446386,-0.808168816773309,0.418993406276325,NA
"THSD4",711.6711232752,-0.231866874916725,0.12642025501876,-1.83409592776345,0.0666397558135886,0.999902108527275
"ZSCAN26",114.540970927294,-0.231846676760223,0.229299385118634,-1.01110902081255,0.311964253310865,NA
"SOX5",18.9130906045992,-0.231515437964649,0.581341173278426,-0.39824366242466,0.690450583995294,NA
"CYB561D2",43.7754664646792,-0.231390050333044,0.349168351719953,-0.662689070167012,0.507529711279812,NA
"PSMG3",118.297700977938,-0.231300570140792,0.215184794898229,-1.07489272302062,0.282422760351106,NA
"SPEN",2208.4047268006,-0.231198976386534,0.097861574933126,-2.36251027581075,0.0181516382131153,0.720879346178007
"ZNF335",250.487843028308,-0.231023283525869,0.160338659057623,-1.44084580028104,0.149628251005533,NA
"STAP2",87.0196533098861,-0.230961196536092,0.262150709819853,-0.881024494249148,0.378304562592677,NA
"STARD5",10.2504106878658,-0.230737413361352,0.723131359685636,-0.319080911470441,0.749665158139518,NA
"CLN5",143.492387625454,-0.230621711822564,0.196495870589703,-1.17367205290598,0.240526408457205,NA
"DPF3",71.1940966587755,-0.230549627516459,0.292047503267659,-0.789425093304641,0.429863594420972,NA
"LOC101927181",21.0475319035946,-0.230455943083313,0.468577852270452,-0.491819965383894,0.62284662108372,NA
"CGNL1",1499.66187688148,-0.230419470361588,0.105037178799957,-2.19369439463356,0.0282573870813037,0.955225375214806
"ZSWIM7",131.300502065561,-0.230341916650222,0.22942963591171,-1.00397629859319,0.315390037936991,NA
"ANK2",20.6679130905689,-0.230147677883335,0.509391646106761,-0.451808897225415,0.651406659556146,NA
"PRKCA",709.586308736172,-0.230014044473359,0.172427665120143,-1.3339741294594,0.18221233519392,0.999902108527275
"AATK",80.5585762050811,-0.229824425691313,0.273641091829719,-0.83987541547425,0.40097824317738,NA
"SRSF11",2269.54139840275,-0.22976033839518,0.0773357151679309,-2.97094735461186,0.00296882668163514,0.257582078724339
"PCDHGA9",14.8428584913547,-0.229511412829278,0.642282855777646,-0.357336975079923,0.720839552632114,NA
"DENND1B",24.1945076691347,-0.229117595060454,0.477827740239003,-0.479498312395702,0.631584168498267,NA
"KIAA1407",87.2579146610044,-0.229057603501605,0.254411427695913,-0.900343217975994,0.367937628422394,NA
"TANGO6",148.78444918531,-0.228996897283449,0.230137009775384,-0.995045940272504,0.319713921298529,NA
"GABBR1",80.6405719396546,-0.228770410815794,0.328559494537233,-0.6962830617268,0.486251578692673,NA
"ASB6",275.112553631115,-0.228768097650029,0.14301821451969,-1.59957316219,0.109693306149875,NA
"DDOST",1209.48912071359,-0.22875889767642,0.0949763686621707,-2.40858753497001,0.0160143853934848,0.677861364674073
"MARK1",37.6195272309347,-0.228508684401537,0.359552713818719,-0.635535974613023,0.525078911794362,NA
"ABHD14A",46.1799727067039,-0.228502244933127,0.362023985288954,-0.631179850558092,0.527922935180566,NA
"NRSN2",221.281268270199,-0.228487846207045,0.171554953356835,-1.33186388230825,0.18290492132421,NA
"DDIT4L",226.902146395347,-0.22820410784788,0.564396278115335,-0.404333119647621,0.685967773840341,NA
"ZNF235",33.0083785241824,-0.228082480622597,0.382967078909017,-0.59556680765446,0.551464656164039,NA
"SCN3B",14.2175977600119,-0.227992725208724,0.581992624017838,-0.39174504246249,0.695246605561432,NA
"NPL",28.668759673858,-0.227871792085499,0.457525352287827,-0.498052820343266,0.618446813115185,NA
"RPP25",294.944965143215,-0.227678684865905,0.161442716611653,-1.41027535738005,0.158458391986245,NA
"PLAU",1189.9247420907,-0.227576500296532,0.087016296673239,-2.61533194352226,0.00891407764477973,0.51271315556871
"SLC22A17",11.8703729240186,-0.227330324448956,0.769243560000685,-0.295524507801864,0.767593233388239,NA
"C17orf75",109.58329678056,-0.227153287522546,0.215613578817226,-1.05352032450193,0.292102584238176,NA
"FBXO46",137.593425857451,-0.227033264146609,0.194262911384151,-1.16869073220907,0.242528257271172,NA
"CCDC51",121.695022477703,-0.226817722381099,0.207822329523938,-1.09140207840358,0.275095998281082,NA
"MPP4",237.918179678312,-0.226723085346564,0.307426725154693,-0.737486583941196,0.460826498872957,NA
"ZNRF2P1",13.1038151424257,-0.226645734241157,0.601757293419059,-0.376639779392458,0.706441321436317,NA
"NLRP12",40.3115262935818,-0.226556260139632,0.412774526748469,-0.548862018991999,0.58310014490867,NA
"SSR3",3782.75957610618,-0.22653448072282,0.128699201899469,-1.76018559073718,0.0783763442990591,0.999902108527275
"COL5A1",904.984998120533,-0.22645814088854,0.185823116160985,-1.21867583305594,0.222967254001112,0.999902108527275
"IRAK3",159.90031053391,-0.226434427623508,0.197614784962882,-1.14583748207928,0.251862403070246,NA
"NBEAL1",389.064104401655,-0.226250172453371,0.147339496679588,-1.53557041765513,0.124643774166001,NA
"C2orf47",107.827279414976,-0.22622923710128,0.223709573811602,-1.0112630999503,0.311890522086723,NA
"RNF217",137.07632325549,-0.226138026602946,0.216522482656954,-1.0444089862078,0.29629620781063,NA
"LINC00639",11.9545852720522,-0.226114973597567,0.702362177309725,-0.321935008607185,0.747501930853835,NA
"UBE2Q2P1",72.7410545228486,-0.226069476087508,0.266039202187406,-0.849760013669935,0.395458524998891,NA
"USP36",515.41871161495,-0.225752281599886,0.116090139356403,-1.94462925836289,0.0518196152652323,NA
"LDLR",1174.19171099781,-0.225559052357721,0.143421836380992,-1.57269672491528,0.115789058562743,0.999902108527275
"AK9",54.0887723912863,-0.225532283671986,0.311811887211943,-0.723295977227089,0.469498063753746,NA
"NEU3",49.0257413822314,-0.225436335827134,0.366241276382749,-0.615540493015147,0.538197836134236,NA
"NACAP1",17.7261341705671,-0.225369543628435,0.543621721626078,-0.414570527009685,0.678456327656035,NA
"SCFD2",167.527258987795,-0.22534748320782,0.215339858426708,-1.04647362942573,0.295342413906728,NA
"DHFRL1",53.4829348838604,-0.225285031580284,0.326286422690041,-0.690451750100235,0.489910142564876,NA
"SNX30",213.341590479867,-0.225156398740165,0.174334873942755,-1.29151668652422,0.196524572741605,NA
"BANP",136.194133622125,-0.225011021163189,0.190872535570088,-1.17885488601667,0.238455964531352,NA
"MARS2",58.324482008222,-0.224947847788006,0.302202654648663,-0.744360925781831,0.456658151429623,NA
"POMT2",180.168410768869,-0.224619727843598,0.172533793073607,-1.30188830745621,0.192954570090089,NA
"SHROOM3",166.961972862359,-0.224427660265108,0.211591645531817,-1.06066409049861,0.288842584818653,NA
"JMY",375.237323736369,-0.224340893385518,0.194344388539369,-1.15434716212592,0.248357868256514,NA
"TRADD",55.5553338528408,-0.224258734277163,0.293782778699245,-0.763348809178309,0.445255400439291,NA
"C11orf45",15.989841150781,-0.224256931518981,0.578147887010937,-0.387888525682251,0.698098529825415,NA
"HPCAL1",886.393390080396,-0.224247733526105,0.107518412886483,-2.08566818934412,0.0370086898513289,0.999902108527275
"ARL16",174.641566569427,-0.224054722397696,0.1926542400323,-1.16298879464128,0.244834048763644,NA
"CHST11",308.059308168573,-0.224045086569257,0.150920716656122,-1.48452175111089,0.137670557107271,NA
"UHRF1BP1",281.870836080669,-0.223765346975528,0.153494309374079,-1.45780874801158,0.144893266339865,NA
"MVB12B",106.876156145886,-0.223710396422509,0.215680525811083,-1.03723039241132,0.299628497050444,NA
"TMEM229B",9.9886015195296,-0.223703500495529,0.712697798578039,-0.313882687643848,0.753610139640017,NA
"TRPS1",97.8883247477602,-0.223684508791014,0.239766082644381,-0.932928070242453,0.350857108099028,NA
"MSS51",11.7224251332795,-0.223679879025177,0.636890885110618,-0.351205966758854,0.725433834077819,NA
"RUFY3",403.36491992479,-0.223593683666639,0.145299745189328,-1.53884429305291,0.123842313633739,NA
"C1orf35",303.45865833434,-0.223393213147401,0.154478102293824,-1.44611572663222,0.148144745411731,NA
"ZNF141",43.1026674017701,-0.223266226144642,0.339964698051835,-0.656733559172665,0.511352252000921,NA
"CLASRP",248.601463514203,-0.223053525280288,0.158764276276803,-1.40493523172303,0.160040538795387,NA
"TMEM242",135.617974127358,-0.222918039168751,0.199472903260048,-1.11753544228581,0.263765454267855,NA
"PTPRJ",17.7728377887666,-0.222743533200864,0.579337432056256,-0.384479788247542,0.700622873512043,NA
"ZNF354B",50.6832271722394,-0.222694387468288,0.359610114658922,-0.619266195222307,0.535741010335984,NA
"C16orf70",101.843771329998,-0.222615713204605,0.233695281737943,-0.952589678101579,0.340798009046835,NA
"CYP27C1",15.9374127422062,-0.222560173249329,0.596414857573131,-0.373163361749484,0.709026862956021,NA
"AUTS2",220.935882462803,-0.222237001870903,0.194039189668589,-1.14532019150603,0.252076544775304,NA
"ANKRD20A9P",25.3829524585693,-0.221967230041094,0.41915551759668,-0.529558172856203,0.596418301067831,NA
"FAM122C",25.8803908366307,-0.221824224084565,0.459056646695724,-0.483217541192898,0.628941281678921,NA
"UIMC1",408.985142679329,-0.221774987188759,0.134278213483804,-1.65160811597712,0.0986144644653549,NA
"ALMS1",516.390933474156,-0.22120514676477,0.117560962904735,-1.88162074636988,0.0598875273240767,NA
"KIAA1958",33.9947808927128,-0.22112262488277,0.402757196325997,-0.549022157517927,0.582990243995971,NA
"MORN2",66.1305104137786,-0.220950975790258,0.293490786158472,-0.752837861393559,0.451547352066791,NA
"JAG1",3578.1376161187,-0.220868184453152,0.0821808517068367,-2.68758694836911,0.00719703622322294,0.457126045841421
"BCL2L11",74.3247438908818,-0.220723995511372,0.274289617616067,-0.804711448540234,0.420986211493141,NA
"ZMIZ1",1868.13223367341,-0.220709189783868,0.0986616455395826,-2.23703130610487,0.0252842940075224,0.907522262209388
"TCEAL1",131.921755953443,-0.220545368775931,0.225005886939718,-0.980175993506419,0.326999252411792,NA
"INAFM1",27.2695022478392,-0.220499512144234,0.498323093051369,-0.442483030023865,0.65813970763542,NA
"ADRBK2",28.1956200930598,-0.220426286010457,0.455010692107318,-0.48444199187844,0.628072223058381,NA
"ZNF202",160.942704312048,-0.220415627619488,0.177585073895258,-1.24118329758667,0.214538043513133,NA
"CD68",219.316285577703,-0.220353216155564,0.180065966999309,-1.2237360553336,0.22105181353762,NA
"B3GALT4",31.8873679789391,-0.220322718458309,0.38865151151357,-0.566890162346935,0.570788808340017,NA
"LARGE",127.809553538875,-0.220308769478466,0.228836399879535,-0.962734816639493,0.33568061962306,NA
"CUTA",347.876770112088,-0.220105736521802,0.171706078703955,-1.28187504008693,0.199886485047174,NA
"SNAPC1",321.127481938506,-0.220044272710456,0.149630603179795,-1.47058334347588,0.141403831227094,NA
"ZC3H12C",423.364399049965,-0.219735907987969,0.132506359038631,-1.65830462464,0.0972559960525901,NA
"B3GNTL1",47.6102445172158,-0.219641076117881,0.320646713153375,-0.684994004640927,0.493347704224403,NA
"MIIP",107.844986025705,-0.219383436057848,0.228814976796304,-0.958780929157219,0.337669118497691,NA
"ACTR5",67.6403076714576,-0.219375213316179,0.267197744272917,-0.821021951039033,0.411633764903019,NA
"TRRAP",1597.52346858691,-0.219348201944843,0.112411899800271,-1.95128987531188,0.0510225727908109,0.999902108527275
"WWOX",70.7715344190773,-0.219303899331209,0.307998674202857,-0.712028712132601,0.476446996519546,NA
"KIF27",99.0308441897987,-0.219296496614988,0.232969794110504,-0.941308711081102,0.346546679958266,NA
"BDKRB2",78.6240074817702,-0.219235367232411,0.437455149907759,-0.501160787062717,0.61625796902758,NA
"AADAT",27.6274691564084,-0.219179898253796,0.519309908874018,-0.422059919343784,0.67298128224362,NA
"DHRS7B",92.1505405409798,-0.219163909354369,0.244745802259091,-0.895475662223452,0.370532870210807,NA
"NBPF9",105.873875958209,-0.219115666061705,0.246199368036494,-0.889992804649384,0.373469749664793,NA
"ZNF613",51.6703857236567,-0.219038242949148,0.299868010941089,-0.730448847350308,0.465115869447968,NA
"ZNF420",44.5335978507488,-0.218972009664322,0.358479773601268,-0.610835047859302,0.541308788271183,NA
"C1RL-AS1",33.6145429069041,-0.218699923139385,0.491543162822638,-0.444925165642672,0.656373835502468,NA
"THSD7A",252.426206864771,-0.218619912733669,0.238204180966355,-0.917783692321285,0.358732121521657,NA
"ADAMTS9",5323.27634699742,-0.218591773290486,0.142773556277964,-1.53103823277269,0.125759943810946,0.999902108527275
"ZC3HC1",150.189178221833,-0.218562088253624,0.211826143207713,-1.03179940371811,0.302166098677527,NA
"SPP1",14.1034162842951,-0.218408165676577,0.817372413544567,-0.26720765474509,0.789309282736183,NA
"IMPG2",15.9389908951671,-0.218322097273722,0.589161193703867,-0.370564286322392,0.710962086467884,NA
"NBPF8",82.4367921178137,-0.21804772387464,0.305707477514936,-0.713256102360095,0.475687295892324,NA
"ARID1A",2185.03319474003,-0.217839829098443,0.0894317431410468,-2.43582224216381,0.0148579839792298,0.66088312739614
"TRIM62",83.2242059818945,-0.217792168689061,0.26936656334586,-0.808534533699423,0.41878293440038,NA
"SMG1",1788.07590228236,-0.217470323981926,0.100132291229764,-2.17183009907282,0.0298684804838249,0.958088950904229
"DHX38",1160.89121973479,-0.217380882401389,0.109805766272272,-1.97968549176531,0.0477388798098891,0.999902108527275
"C9orf91",52.5680965475987,-0.217298137817311,0.309071088072001,-0.703068472605529,0.482013078718835,NA
"HSPA1B",121.224870798835,-0.217266476904027,0.234284893126471,-0.927360163963892,0.353739566451445,NA
"OIP5",31.3464040601678,-0.216947609694717,0.401978742877862,-0.539699209320218,0.589404485357895,NA
"GPR173",48.4204430899824,-0.216941271191712,0.338382245937833,-0.641113042412894,0.52144924103331,NA
"ANAPC10",168.874540885291,-0.216864468718825,0.186182409307635,-1.16479569431553,0.244101702173535,NA
"SLC20A2",155.410247351047,-0.216821526302448,0.203868622587766,-1.06353554338214,0.287539155389195,NA
"ARMCX5",109.516458170403,-0.216647033265425,0.224325664729319,-0.965770160658348,0.334159202895932,NA
"SSR4",650.440524971841,-0.216596660477208,0.13148340475334,-1.64733078583977,0.0994900733553355,NA
"GPCPD1",498.948258521248,-0.216582227150454,0.140530521350018,-1.54117571805639,0.123274025539392,NA
"RRP8",174.889066404081,-0.216563963217347,0.200679775030887,-1.07915191346021,0.280520012010906,NA
"GALNT4",11.1441382690689,-0.216456970323511,0.649155904897249,-0.333443736228161,0.738799353495367,NA
"TNS1",1321.97563633289,-0.216219984776868,0.176762558339648,-1.2232227616971,0.221245570730781,0.999902108527275
"CELSR1",180.795046294341,-0.216204514282229,0.205650763863965,-1.05131879998873,0.293112195414209,NA
"RGS7BP",51.4535657534828,-0.216158460239058,0.557668701044745,-0.387610887672382,0.69830401047554,NA
"MPZL3",50.419790890481,-0.216032169315754,0.333115893120084,-0.648519550635422,0.516648969973477,NA
"SZT2",485.780448740184,-0.215996366744468,0.140696078827483,-1.5351981984467,0.124735150737765,NA
"HIVEP2",501.611713125372,-0.215883300655573,0.116466557854216,-1.85360763323837,0.0637953147501191,NA
"SPHK1",381.099490514924,-0.21565666340843,0.158336640946637,-1.36201363196224,0.173193583054223,NA
"RIMS3",10.5072538005201,-0.215500904759042,0.707176284421867,-0.304734349137881,0.760568486268794,NA
"CISD2",180.877335438289,-0.215310774258072,0.189512919070834,-1.1361271585796,0.255903350203552,NA
"SULT1B1",10.0000582798701,-0.215283842454307,0.754488492629821,-0.285337476392675,0.77538560368882,NA
"SEMA3E",13.5175832498041,-0.215029426198842,0.720070572111329,-0.298622710782849,0.765227935010613,NA
"PIK3CD",203.785639440684,-0.21500264492848,0.174585907286349,-1.2315005733873,0.218135702341994,NA
"GPATCH3",132.06844551619,-0.214986199354326,0.195741332506843,-1.09831784938324,0.272065720398307,NA
"HS1BP3",326.607614313211,-0.214921434904882,0.142666074254991,-1.50646491134779,0.131947868184281,NA
"NABP1",527.771760966589,-0.214758028427616,0.134784096242126,-1.59334843216091,0.111082047289421,NA
"MPI",126.711073709674,-0.214731808224155,0.205978546597053,-1.04249598694482,0.297181785066766,NA
"PVR",1304.94712396513,-0.21469717971803,0.123217762156964,-1.74242070266244,0.0814348559256749,0.999902108527275
"CCDC168",12.6411555487243,-0.214671029154387,0.702106781189376,-0.305752678802976,0.759792960828193,NA
"MAP3K7CL",42.8707862743506,-0.214665189249272,0.355966891256799,-0.603048189373346,0.546476631808297,NA
"ALCAM",558.298132488484,-0.214555591236754,0.138019690672952,-1.5545288515764,0.120058320123314,NA
"KMT2C",1811.49225464952,-0.214305161414999,0.102243301433004,-2.09603131365456,0.0360794132479761,0.999902108527275
"CBR1",199.626388482099,-0.214289109712349,0.228956410014342,-0.935938459634852,0.349304873960572,NA
"MGA",1246.28956049705,-0.214126352885765,0.102397263129309,-2.09113355515531,0.0365160935068472,0.999902108527275
"ALG5",194.582725658579,-0.214116904747977,0.182497325055959,-1.17326051043391,0.240691353001218,NA
"TTC5",141.506894632444,-0.214000267294316,0.20519009504296,-1.04293663516999,0.296977640811587,NA
"NOTCH1",3663.14522841318,-0.213929625296933,0.0956410687065149,-2.2367966835816,0.0252996314105135,0.907522262209388
"ZNF879",35.7187841503949,-0.213825855803897,0.390084378514718,-0.54815282944182,0.583586968233673,NA
"P2RY2",10.8544069577777,-0.213804377076049,0.713579785376514,-0.299622244712604,0.76446531447064,NA
"SLFN11",358.292534813959,-0.213794407624982,0.24114451984598,-0.886582070210568,0.375303950556716,NA
"CDK2AP2",540.31360180212,-0.21369274054045,0.124564645857621,-1.71551678302608,0.0862505210477236,NA
"DHX35",98.9686644484964,-0.213648959333026,0.260720703237479,-0.819455289434465,0.412526701148532,NA
"PURG",21.934204617508,-0.21348133371801,0.511936385999021,-0.417007541476878,0.676672891562219,NA
"DENND2C",35.7510620662118,-0.213318723342328,0.363231995234206,-0.587279551749794,0.55701597206865,NA
"NEXN",30.9595311181687,-0.21328428269731,0.424869435679809,-0.501999590429578,0.615667809081351,NA
"CCDC25",577.893978092833,-0.213217157025642,0.115678988488755,-1.84317964576919,0.0653027856829368,NA
"RAB11FIP1",32.9711040322446,-0.213191574645984,0.419444655945314,-0.508271047500912,0.611263271416837,NA
"PPAP2B",1406.16934221707,-0.213142521351017,0.169419014372967,-1.25807910133271,0.20836315053074,0.999902108527275
"B3GNT2",229.429964622407,-0.213109802579698,0.191982861039391,-1.11004597715611,0.26697921468397,NA
"OGFOD2",43.0719576595093,-0.212980357741527,0.345928270612088,-0.615677803276032,0.538107189901451,NA
"URB1-AS1",19.5048646619036,-0.212901267987128,0.500846377259322,-0.425082974847784,0.670776188492108,NA
"TMEM97",103.382796335703,-0.21288130578153,0.272008885182169,-0.78262629413359,0.433846596076368,NA
"RTN2",133.840986748453,-0.212778317341332,0.227096107558218,-0.93695272732398,0.348782874993109,NA
"ZNF772",84.7320934947872,-0.212570280365579,0.253049885958593,-0.840033100826462,0.400889827555253,NA
"LOC55338",12.3616520238831,-0.212522756577604,0.7298507743461,-0.291186587789826,0.770908619746646,NA
"P3H3",162.686924084798,-0.212477687797498,0.265008939096746,-0.801775549616195,0.422682804530098,NA
"NBAS",974.128690483764,-0.212412701777539,0.0969854656010184,-2.19014983803211,0.0285133717899757,0.955225375214806
"C9orf3",61.359269330888,-0.212358227980184,0.298423002521815,-0.711601405339592,0.476711636554712,NA
"ARHGAP10",223.814266484261,-0.211719516500689,0.171405782507665,-1.23519471398942,0.21675804609723,NA
"TTLL12",528.180892194886,-0.211715824021688,0.193400395484761,-1.09470212556194,0.273647157108347,NA
"ANKRD6",115.529974052658,-0.211547635924609,0.25271969505103,-0.837084089872347,0.402545302801113,NA
"PDIA3",5040.75655488634,-0.21137161214777,0.0846203784972535,-2.49788072213162,0.0124938224362119,0.616609995408427
"SREBF2",1575.70846766219,-0.211250525554807,0.0867262524341626,-2.43583136161886,0.0148576094207779,0.66088312739614
"RGS2",18.3572827732481,-0.210919418460406,0.525558214464438,-0.401324558641596,0.688181184670755,NA
"C16orf95",20.9435277581214,-0.210877322348024,0.504873125573328,-0.417683793544278,0.676178322987736,NA
"SYNE3",442.938844018118,-0.210768957604618,0.137802476551477,-1.52950050593528,0.126140413735961,NA
"POMGNT2",99.7023381945028,-0.210712476632343,0.23226149685947,-0.907220867347787,0.364290010872225,NA
"NRG1",42.2881264530364,-0.210455006031264,0.344116179484073,-0.611581258244805,0.540814841130801,NA
"MTHFSD",100.911372114364,-0.210341688936108,0.227518162317342,-0.924505045196011,0.355223425926634,NA
"LGALS3BP",12.7534950472144,-0.210252022565789,0.803679456313124,-0.261611791758768,0.793620752054958,NA
"LOC101926898",18.5922630951681,-0.210133831946219,0.526076626880097,-0.39943578788592,0.68957212860301,NA
"AFG3L1P",70.176886623052,-0.210130938301261,0.262610821683729,-0.800161002330394,0.423617521144208,NA
"PITPNM2",599.096791529158,-0.210021025535613,0.116761502501819,-1.7987180794658,0.0720632875409616,NA
"NOS3",1363.04822086564,-0.209953415211439,0.321026554678686,-0.654006380941228,0.513107694623167,0.999902108527275
"F2RL3",54.1371907098245,-0.209892739771308,0.3152722912072,-0.665750672117786,0.505570478999484,NA
"SNHG21",12.780622682199,-0.209837467090113,0.656545996575649,-0.319608173965821,0.749265377223659,NA
"RRBP1",2870.7200007378,-0.209766189084776,0.0769100932670852,-2.7274208127186,0.00638315765364074,0.4175336065205
"GPER1",9.95579224768447,-0.209699559229905,0.734770121273188,-0.28539478288331,0.775341704070525,NA
"RGS14",60.4112883626646,-0.209497068187141,0.294038901195249,-0.712480788547192,0.476167103781088,NA
"ZNRD1-AS1",11.1642832459821,-0.209445983672599,0.684965310708256,-0.305776045002968,0.759775168750974,NA
"PCBD2",71.2730833178754,-0.209434354949435,0.257664732712293,-0.812817310094543,0.41632280942925,NA
"ZNF571",19.7199663194834,-0.209362839463021,0.498329806698475,-0.42012907245121,0.674391165555502,NA
"NAP1L5",70.2110366712323,-0.209241654712666,0.266089020173015,-0.786359597162684,0.431656846462926,NA
"CBLB",547.062036052712,-0.209227628076605,0.123573487953824,-1.69314333957125,0.090428186514542,NA
"CC2D1B",444.283620162973,-0.208937306673522,0.133566858308513,-1.56429004409851,0.117749469128269,NA
"EPS15L1",320.609862876359,-0.208908846662997,0.135368185271751,-1.54326399695478,0.122766735268848,NA
"C9orf85",76.721117871197,-0.208839306926479,0.270249695668408,-0.772764263101047,0.439661906728732,NA
"IKBKB",382.455440327923,-0.208731305142467,0.138523000350244,-1.50683499934818,0.131852955967847,NA
"CARF",51.1842939739276,-0.20851916434105,0.325324815510955,-0.640956835750603,0.521550727518522,NA
"SEC16B",74.994018939366,-0.208480492675337,0.296862394057238,-0.702279900886132,0.482504625191034,NA
"RTN4RL2",18.9353029926172,-0.208267948998386,0.527714596154605,-0.394660201775752,0.693093677793721,NA
"BEND4",28.3215446465076,-0.208226780378979,0.420913852333437,-0.494701657416651,0.620810731420083,NA
"KIF9",53.0734019697891,-0.208184814880176,0.336387981595295,-0.618883034681782,0.53599341560885,NA
"DOT1L",625.483799282634,-0.20816439321311,0.155124540464256,-1.34191787186036,0.179622626298626,NA
"EDEM1",753.543311908995,-0.207957453214352,0.102797229286198,-2.02298694875692,0.0430744931189129,0.999902108527275
"GUSBP1",44.4407716677503,-0.207954137058535,0.337265742084325,-0.616588378568674,0.537506261844055,NA
"NOMO1",385.09178292514,-0.207795804422299,0.131601558734475,-1.57897677216389,0.114341384954519,NA
"LINC01000",305.18784519961,-0.207656556102839,0.196472360747329,-1.05692503165824,0.29054580330662,NA
"PLEKHH2",13.0107996618926,-0.207588340421789,0.771662601316082,-0.269014385390382,0.78791861265989,NA
"LEPR",166.422396709972,-0.207536675368781,0.235167764164712,-0.882504777412527,0.377503897405935,NA
"ST5",585.253728530636,-0.207530722900862,0.162822325347591,-1.27458395191095,0.202456540649228,NA
"ZNF510",181.842721807498,-0.207335035377248,0.170648642692882,-1.21498203622041,0.224372942860899,NA
"MVD",310.414373251151,-0.207138935890566,0.161750186596376,-1.28061018196814,0.200330621842153,NA
